"Path","Key","Value"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off ClearType","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","UseClearType"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn on Caret Browsing support","HKLM\Software\Policies\Microsoft\Internet Explorer\CaretBrowsing","EnableOnStartup"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn on Caret Browsing support","HKCU\Software\Policies\Microsoft\Internet Explorer\CaretBrowsing","EnableOnStartup"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn on Enhanced Protected Mode","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","Isolation"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn on Enhanced Protected Mode","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Isolation"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn on 64-bit tab processes when running in Enhanced Protected Mode on 64-bit versions of Windows","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","Isolation64Bit"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn on 64-bit tab processes when running in Enhanced Protected Mode on 64-bit versions of Windows","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Isolation64Bit"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Do not allow ActiveX controls to run in Protected Mode when Enhanced Protected Mode is enabled","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","DisableEPMCompat"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Do not allow ActiveX controls to run in Protected Mode when Enhanced Protected Mode is enabled","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","DisableEPMCompat"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Always send Do Not Track header","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","DoNotTrack"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Always send Do Not Track header","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","DoNotTrack"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Use HTTP 1.1","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","EnableHttp1_1"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Use HTTP 1.1","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","EnableHttp1_1"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Use HTTP 1.1 through proxy connections","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","ProxyHttp1.1"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Use HTTP 1.1 through proxy connections","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","ProxyHttp1.1"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow Internet Explorer to use the SPDY/3 network protocol","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","EnableSPDY3_0"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow Internet Explorer to use the SPDY/3 network protocol","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","EnableSPDY3_0"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow Internet Explorer to use the HTTP2 network protocol","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","EnableHTTP2"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow Internet Explorer to use the HTTP2 network protocol","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","EnableHTTP2"
"Windows Components\Internet Explorer\Security Features\Allow fallback to SSL 3.0 (Internet Explorer)","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","EnableSSL3Fallback"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off encryption support","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SecureProtocols"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off encryption support","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SecureProtocols"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Do not allow resetting Internet Explorer settings","HKLM\Software\Policies\Microsoft\Internet Explorer\Control Panel","DisableRIED"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Do not allow resetting Internet Explorer settings","HKCU\Software\Policies\Microsoft\Internet Explorer\Control Panel","DisableRIED"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Check for signatures on downloaded programs","HKLM\Software\Policies\Microsoft\Internet Explorer\Download","CheckExeSignatures"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Check for signatures on downloaded programs","HKCU\Software\Policies\Microsoft\Internet Explorer\Download","CheckExeSignatures"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow third-party browser extensions","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","Enable"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow third-party browser extensions","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Enable"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow Install On Demand (Internet Explorer)","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","NoJITSetup"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow Install On Demand (Internet Explorer)","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","NoJITSetup"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow Install On Demand (except Internet Explorer)","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","NoWebJITSetup"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow Install On Demand (except Internet Explorer)","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","NoWebJITSetup"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Automatically check for Internet Explorer updates","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","NoUpdateCheck"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Automatically check for Internet Explorer updates","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","NoUpdateCheck"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow software to run or install even if the signature is invalid","HKLM\Software\Policies\Microsoft\Internet Explorer\Download","RunInvalidSignatures"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Allow software to run or install even if the signature is invalid","HKCU\Software\Policies\Microsoft\Internet Explorer\Download","RunInvalidSignatures"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Play animations in web pages","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","Play_Animations"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Play animations in web pages","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Play_Animations"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Play sounds in web pages","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","Play_Background_Sounds"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Play sounds in web pages","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Play_Background_Sounds"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Play videos in web pages","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","Display"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Play videos in web pages","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Display"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off Profile Assistant","HKLM\Software\Policies\Microsoft\Internet Explorer\Security\P3Global","Enabled"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Turn off Profile Assistant","HKCU\Software\Policies\Microsoft\Internet Explorer\Security\P3Global","Enabled"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Do not save encrypted pages to disk","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","DisableCachingOfSSLPages"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Do not save encrypted pages to disk","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","DisableCachingOfSSLPages"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Empty Temporary Internet Files folder when browser is closed","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Cache","Persistent"
"Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Empty Temporary Internet Files folder when browser is closed","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Cache","Persistent"
"Windows Components\Internet Explorer\Internet Control Panel\Content Page\Show Content Advisor on Internet Options","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","ShowContentAdvisor"
"Windows Components\Internet Explorer\Internet Control Panel\Content Page\Show Content Advisor on Internet Options","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","ShowContentAdvisor"
"Windows Components\Internet Explorer\Internet Settings\AutoComplete\Turn on inline AutoComplete","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Explorer\AutoComplete","Append"
"Windows Components\Internet Explorer\Internet Settings\AutoComplete\Turn off inline AutoComplete in File Explorer","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Explorer\AutoComplete","Use"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Go to an intranet site for a one-word entry in the Address bar","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","GotoIntranetSiteForSingleWordEntry"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Go to an intranet site for a one-word entry in the Address bar","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","GotoIntranetSiteForSingleWordEntry"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Turn on script debugging","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Disable"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Turn off details in messages about Internet connection problems","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Friendly"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Turn off page transitions","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Page_Transitions"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Turn on the display of script errors","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Error"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Turn off smooth scrolling","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","SmoothScroll"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Hide the button (next to the New Tab button) that opens Microsoft Edge","HKLM\Software\Policies\Microsoft\Internet Explorer\Main","HideNewEdgeButton"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Hide the button (next to the New Tab button) that opens Microsoft Edge","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","HideNewEdgeButton"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Turn off configuring underline links","HKCU\Software\Policies\Microsoft\Internet Explorer\Main","Anchor"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Turn off phone number detection","HKLM\Software\Policies\Microsoft\Internet Explorer\Main\FormatDetection","PhoneNumberEnabled"
"Windows Components\Internet Explorer\Internet Settings\Advanced settings\Browsing\Turn off phone number detection","HKCU\Software\Policies\Microsoft\Internet Explorer\Main\FormatDetection","PhoneNumberEnabled"
"Windows Components\Internet Explorer\Offline Pages\Subscription Limits","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","MaxSubscriptionSize"
"Windows Components\Internet Explorer\Offline Pages\Disable adding channels","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoAddingChannels"
"Windows Components\Internet Explorer\Offline Pages\Disable adding schedules for offline pages","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoAddingSubscriptions"
"Windows Components\Internet Explorer\Offline Pages\Disable offline page hit logging","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoChannelLogging"
"Windows Components\Internet Explorer\Offline Pages\Disable channel user interface completely","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoChannelUI"
"Windows Components\Internet Explorer\Offline Pages\Disable editing and creating of schedule groups","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoEditingScheduleGroups"
"Windows Components\Internet Explorer\Offline Pages\Disable editing schedules for offline pages","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoEditingSubscriptions"
"Windows Components\Internet Explorer\Offline Pages\Disable removing channels","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoRemovingChannels"
"Windows Components\Internet Explorer\Offline Pages\Disable removing schedules for offline pages","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoRemovingSubscriptions"
"Windows Components\Internet Explorer\Offline Pages\Disable all scheduled offline pages","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoScheduledUpdates"
"Windows Components\Internet Explorer\Offline Pages\Disable downloading of site subscription content","HKCU\Software\Policies\Microsoft\Internet Explorer\Infodelivery\Restrictions","NoSubscriptionContent"
